Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,2019-03-06,Delhi,Cochin,09:55:00,18:50:00,535,1,In-flight meal not included,15400
Air India,2019-06-09,Kolkata,Banglore,14:35:00,14:35:00,1440,1,No info,6528
IndiGo,2019-04-24,Delhi,Cochin,04:55:00,21:00:00,965,1,No info,6162
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,09:00:00,1135,1,No info,17261
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,20:45:00,1695,1,In-flight meal not included,7064
Jet Airways,2019-06-09,Delhi,Cochin,11:45:00,12:35:00,1490,2,No info,13882
Vistara,2019-06-03,Delhi,Cochin,14:40:00,17:50:00,190,0,No info,6216
Jet Airways,2019-05-18,Delhi,Cochin,11:40:00,19:00:00,440,2,In-flight meal not included,19644
Jet Airways,2019-05-09,Banglore,Delhi,15:15:00,18:10:00,175,0,In-flight meal not included,4544
IndiGo,2019-03-27,Chennai,Kolkata,14:40:00,17:05:00,145,0,No info,3384
IndiGo,2019-06-06,Kolkata,Banglore,15:15:00,17:45:00,150,0,No info,4804
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,19:40:00,1435,1,In-flight meal not included,10031
Jet Airways,2019-05-12,Kolkata,Banglore,21:10:00,08:15:00,665,1,In-flight meal not included,8586
Jet Airways,2019-03-21,Banglore,New Delhi,07:00:00,13:15:00,375,1,In-flight meal not included,7832
Vistara,2019-05-24,Kolkata,Banglore,17:00:00,09:05:00,965,1,No info,10027
IndiGo,2019-03-18,Mumbai,Hyderabad,12:00:00,13:25:00,85,0,No info,2754
Jet Airways,2019-03-21,Delhi,Cochin,08:00:00,04:25:00,1225,1,No info,12767
GoAir,2019-05-09,Kolkata,Banglore,16:40:00,00:15:00,455,1,No info,8777
GoAir,2019-06-24,Delhi,Cochin,14:25:00,19:35:00,310,1,No info,7870
Air India,2019-06-12,Kolkata,Banglore,12:00:00,11:10:00,1390,2,No info,9416
SpiceJet,2019-05-06,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,No check-in baggage included,2175
Multiple carriers,2019-06-24,Delhi,Cochin,09:45:00,22:30:00,765,1,No info,9646
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,04:40:00,520,1,No info,13731
Air India,2019-03-18,Banglore,New Delhi,08:50:00,23:25:00,2315,2,No info,10783
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,14:25:00,1285,1,No info,11467
Air India,2019-06-03,Delhi,Cochin,07:00:00,19:15:00,735,1,No info,8879
Multiple carriers,2019-06-06,Delhi,Cochin,12:50:00,01:30:00,760,1,No info,6795
IndiGo,2019-03-03,Delhi,Cochin,07:30:00,15:30:00,480,1,No info,14871
Multiple carriers,2019-03-03,Delhi,Cochin,15:05:00,01:35:00,630,2,No info,34503
Air India,2019-06-15,Delhi,Cochin,07:05:00,09:25:00,1580,2,No info,10975
Air India,2019-05-24,Kolkata,Banglore,09:50:00,23:15:00,805,2,No info,15170
Air India,2019-05-01,Kolkata,Banglore,14:35:00,14:35:00,1440,1,No info,7001
Air India,2019-05-18,Kolkata,Banglore,09:25:00,18:30:00,545,1,No info,8576
Jet Airways,2019-05-09,Delhi,Cochin,19:30:00,04:25:00,535,2,No info,15129
IndiGo,2019-04-09,Banglore,Delhi,08:30:00,11:20:00,170,0,No info,4823
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,19:50:00,800,1,In-flight meal not included,10844
Vistara,2019-06-09,Kolkata,Banglore,20:20:00,20:20:00,1440,1,No info,8085
Jet Airways,2019-03-03,Delhi,Cochin,18:20:00,04:25:00,2045,2,No info,20747
Air India,2019-05-06,Kolkata,Banglore,17:30:00,08:55:00,925,1,No info,10203
Jet Airways,2019-05-21,Delhi,Cochin,19:45:00,19:00:00,1395,1,In-flight meal not included,12898
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,08:15:00,1545,1,No info,13941
IndiGo,2019-05-18,Delhi,Cochin,10:35:00,21:00:00,625,1,No info,7503
Jet Airways,2019-06-01,Delhi,Cochin,09:00:00,19:00:00,600,1,No info,14714
IndiGo,2019-06-24,Delhi,Cochin,07:35:00,12:10:00,275,1,No info,5054
GoAir,2019-03-15,Banglore,New Delhi,20:55:00,23:50:00,175,0,No info,8722
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,10:05:00,1655,1,In-flight meal not included,8586
Air India,2019-06-09,Banglore,Delhi,21:05:00,23:55:00,170,0,No info,5228
Air India,2019-05-09,Mumbai,Hyderabad,13:55:00,15:25:00,90,0,No info,3100
IndiGo,2019-06-01,Delhi,Cochin,05:35:00,08:50:00,195,0,No info,6541
Multiple carriers,2019-05-21,Delhi,Cochin,10:20:00,19:15:00,535,1,No info,8266
IndiGo,2019-06-03,Delhi,Cochin,18:35:00,01:30:00,415,1,No info,6628
Jet Airways,2019-05-21,Kolkata,Banglore,16:30:00,04:40:00,730,1,In-flight meal not included,9663
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,22:35:00,365,1,In-flight meal not included,9899
IndiGo,2019-03-27,Delhi,Cochin,04:55:00,21:20:00,985,2,No info,6223
IndiGo,2019-06-09,Kolkata,Banglore,15:15:00,20:30:00,315,1,No info,5380
Multiple carriers,2019-06-06,Delhi,Cochin,07:30:00,21:00:00,810,1,No info,7740
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,19:50:00,800,1,In-flight meal not included,9899
Jet Airways,2019-05-18,Banglore,Delhi,11:10:00,14:05:00,175,0,In-flight meal not included,5198
Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,10:05:00,1200,1,No info,14388
Vistara,2019-05-06,Kolkata,Banglore,07:10:00,09:05:00,1555,1,No info,8137
Air India,2019-05-09,Delhi,Cochin,20:15:00,19:15:00,1380,2,No info,13591
SpiceJet,2019-05-12,Kolkata,Banglore,11:35:00,18:50:00,435,1,No info,8479
Jet Airways,2019-05-15,Kolkata,Banglore,18:55:00,18:15:00,1400,1,In-flight meal not included,10844
Air India,2019-06-12,Kolkata,Banglore,17:30:00,20:25:00,1615,1,No info,10203
IndiGo,2019-06-12,Delhi,Cochin,14:20:00,22:30:00,490,1,No info,6938
Multiple carriers,2019-06-15,Delhi,Cochin,09:45:00,22:30:00,765,1,No info,9646
IndiGo,2019-06-01,Delhi,Cochin,16:00:00,21:00:00,300,1,No info,6593
Vistara,2019-03-01,Chennai,Kolkata,07:05:00,09:20:00,135,0,No info,9125
Multiple carriers,2019-05-15,Delhi,Cochin,15:15:00,01:30:00,615,1,No info,7670
Air India,2019-06-06,Kolkata,Banglore,14:30:00,23:15:00,525,2,No info,15894
Jet Airways,2019-05-15,Kolkata,Banglore,10:20:00,17:35:00,435,1,In-flight meal not included,5608
GoAir,2019-05-21,Delhi,Cochin,07:25:00,13:20:00,355,1,No info,5842
SpiceJet,2019-03-27,Delhi,Cochin,08:45:00,13:15:00,270,1,No info,4466
IndiGo,2019-06-24,Chennai,Kolkata,13:15:00,15:35:00,140,0,No info,3597
Jet Airways,2019-03-18,Banglore,New Delhi,11:40:00,23:00:00,680,1,No info,13555
Air India,2019-06-03,Delhi,Cochin,10:00:00,19:15:00,555,1,No info,10979
Air India,2019-03-21,Delhi,Cochin,14:10:00,17:10:00,180,0,No info,5674
Vistara,2019-04-27,Banglore,Delhi,09:45:00,12:35:00,170,0,No info,5613
SpiceJet,2019-03-24,Kolkata,Banglore,22:20:00,00:40:00,140,0,No check-in baggage included,5725
IndiGo,2019-03-09,Banglore,New Delhi,16:55:00,19:45:00,170,0,No info,10067
SpiceJet,2019-04-12,Banglore,Delhi,09:30:00,12:20:00,170,0,No check-in baggage included,4885
Air India,2019-06-09,Delhi,Cochin,06:05:00,09:25:00,1640,1,No info,7690
IndiGo,2019-03-03,Delhi,Cochin,20:30:00,01:35:00,305,1,No info,8258
Multiple carriers,2019-06-12,Delhi,Cochin,07:00:00,21:00:00,840,1,No info,7408
Jet Airways,2019-05-24,Kolkata,Banglore,08:25:00,20:45:00,740,1,In-flight meal not included,10844
IndiGo,2019-06-24,Delhi,Cochin,11:25:00,21:00:00,575,1,No info,5894
Air India,2019-03-12,Kolkata,Banglore,20:45:00,23:20:00,155,0,No info,4435
Jet Airways,2019-05-21,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,In-flight meal not included,4050
IndiGo,2019-04-15,Kolkata,Banglore,22:15:00,00:50:00,155,0,No info,4174
Air India,2019-03-27,Delhi,Cochin,09:45:00,09:25:00,1420,1,No info,5957
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,21:05:00,1685,1,No info,12692
IndiGo,2019-03-24,Banglore,New Delhi,16:55:00,19:45:00,170,0,No info,7303
Air India,2019-05-01,Kolkata,Banglore,19:00:00,11:05:00,965,1,No info,6117
IndiGo,2019-05-12,Delhi,Cochin,05:35:00,08:50:00,195,0,No info,6015
Air India,2019-06-09,Kolkata,Banglore,09:25:00,05:35:00,1210,2,No info,11642
Multiple carriers,2019-05-18,Delhi,Cochin,06:40:00,19:15:00,755,1,No info,7564
IndiGo,2019-04-24,Banglore,Delhi,16:55:00,19:55:00,180,0,No info,4823
IndiGo,2019-06-27,Delhi,Cochin,05:05:00,16:10:00,665,1,No info,6442
Air India,2019-06-09,Kolkata,Banglore,19:00:00,11:05:00,965,1,No info,6327
Air India,2019-03-27,Delhi,Cochin,09:45:00,08:15:00,1350,1,No info,7416
Air India,2019-05-27,Delhi,Cochin,07:10:00,07:40:00,1470,2,No info,14588
Multiple carriers,2019-06-12,Delhi,Cochin,10:00:00,01:30:00,930,1,No info,7198
Air India,2019-06-27,Delhi,Cochin,07:00:00,19:15:00,735,1,No info,8669
IndiGo,2019-06-09,Delhi,Cochin,06:40:00,21:00:00,860,1,No info,6093
Air India,2019-05-09,Kolkata,Banglore,14:30:00,12:30:00,1320,2,No info,15107
Air India,2019-05-18,Delhi,Cochin,09:00:00,07:40:00,1360,1,No info,8372
Jet Airways,2019-04-01,Kolkata,Banglore,08:25:00,22:35:00,850,1,In-flight meal not included,7064
Vistara,2019-03-24,Kolkata,Banglore,07:10:00,22:55:00,945,1,No info,12732
SpiceJet,2019-06-27,Chennai,Kolkata,17:45:00,20:05:00,140,0,No info,3597
IndiGo,2019-03-24,Banglore,New Delhi,08:30:00,11:30:00,180,0,No info,7303
Air India,2019-06-06,Kolkata,Banglore,05:50:00,20:25:00,875,2,No info,10991
Air India,2019-03-09,Banglore,New Delhi,10:30:00,11:20:00,1490,1,No info,10321
IndiGo,2019-06-06,Banglore,Delhi,13:00:00,15:50:00,170,0,No info,3943
IndiGo,2019-05-21,Delhi,Cochin,07:15:00,12:30:00,315,1,No info,5636
IndiGo,2019-04-09,Kolkata,Banglore,15:15:00,20:05:00,290,1,No info,4268
Jet Airways,2019-06-09,Delhi,Cochin,05:30:00,19:00:00,810,2,No info,13014
Multiple carriers,2019-05-09,Delhi,Cochin,09:00:00,21:00:00,720,1,No info,13727
IndiGo,2019-04-09,Kolkata,Banglore,15:15:00,17:45:00,150,0,No info,4174
Air India,2019-03-27,Delhi,Cochin,12:00:00,19:15:00,435,2,No info,10493
IndiGo,2019-05-21,Delhi,Cochin,10:35:00,21:00:00,625,1,No info,6794
IndiGo,2019-05-12,Kolkata,Banglore,21:00:00,02:15:00,315,1,No info,7228
Jet Airways,2019-03-01,Banglore,New Delhi,07:00:00,18:25:00,685,1,No info,26890
Multiple carriers,2019-06-01,Delhi,Cochin,07:10:00,16:10:00,540,1,No info,7038
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,08:15:00,1545,1,In-flight meal not included,7064
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,23:25:00,1575,1,In-flight meal not included,10031
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,04:40:00,520,1,In-flight meal not included,9663
Air Asia,2019-05-01,Banglore,Delhi,23:55:00,02:45:00,170,0,No info,4483
Jet Airways,2019-06-03,Banglore,Delhi,08:20:00,11:20:00,180,0,In-flight meal not included,5769
IndiGo,2019-04-24,Kolkata,Banglore,15:15:00,17:45:00,150,0,No info,4804
Air India,2019-05-15,Kolkata,Banglore,20:45:00,23:20:00,155,0,No info,4145
Air India,2019-05-18,Kolkata,Banglore,20:45:00,23:20:00,155,0,No info,4880
SpiceJet,2019-06-06,Chennai,Kolkata,09:45:00,12:00:00,135,0,No check-in baggage included,3543
Jet Airways,2019-03-01,Banglore,New Delhi,08:55:00,21:20:00,745,1,1 Long layover,27992
IndiGo,2019-05-09,Delhi,Cochin,07:30:00,21:00:00,810,1,No info,7191
Vistara,2019-04-01,Banglore,Delhi,07:00:00,09:40:00,160,0,No info,5403
Jet Airways,2019-06-09,Delhi,Cochin,11:40:00,19:00:00,440,2,In-flight meal not included,15812
Jet Airways,2019-04-09,Banglore,Delhi,19:50:00,22:50:00,180,0,In-flight meal not included,4544
Air Asia,2019-06-03,Delhi,Cochin,16:45:00,22:25:00,340,1,No info,11410
IndiGo,2019-05-03,Chennai,Kolkata,11:35:00,14:00:00,145,0,No info,4332
Jet Airways,2019-04-15,Banglore,Delhi,17:45:00,20:45:00,180,0,In-flight meal not included,4544
IndiGo,2019-05-24,Kolkata,Banglore,06:20:00,10:20:00,240,1,No info,4226
Air India,2019-06-03,Kolkata,Banglore,20:45:00,23:20:00,155,0,No info,4145
Multiple carriers,2019-06-27,Delhi,Cochin,10:00:00,19:15:00,555,1,No info,14848
IndiGo,2019-04-03,Banglore,Delhi,00:30:00,03:25:00,175,0,No info,3419
Jet Airways,2019-03-24,Banglore,New Delhi,18:55:00,21:55:00,180,0,No info,7229
SpiceJet,2019-06-03,Delhi,Cochin,08:45:00,13:15:00,270,1,No info,5830
Jet Airways,2019-03-18,Banglore,New Delhi,14:05:00,07:40:00,1055,1,In-flight meal not included,10972
Jet Airways,2019-03-24,Kolkata,Banglore,18:55:00,08:10:00,795,1,No info,14231
Jet Airways,2019-06-09,Kolkata,Banglore,18:55:00,19:50:00,1495,1,In-flight meal not included,10844
SpiceJet,2019-05-12,Kolkata,Banglore,11:15:00,18:30:00,435,1,No info,11468
Air Asia,2019-05-18,Kolkata,Banglore,22:50:00,01:20:00,150,0,No info,4409
IndiGo,2019-06-21,Banglore,Delhi,23:30:00,02:20:00,170,0,No info,4077
Jet Airways,2019-05-09,Kolkata,Banglore,09:35:00,21:05:00,690,1,No info,13067
IndiGo,2019-06-06,Banglore,Delhi,07:10:00,10:05:00,175,0,No info,4823
Multiple carriers,2019-03-09,Delhi,Cochin,06:50:00,19:15:00,745,1,In-flight meal not included,14817
IndiGo,2019-03-24,Chennai,Kolkata,07:55:00,10:15:00,140,0,No info,4326
Multiple carriers,2019-03-03,Delhi,Cochin,07:00:00,21:00:00,840,1,No info,15603
Air India,2019-03-24,Kolkata,Banglore,16:45:00,23:15:00,1830,2,No info,13885
Jet Airways,2019-03-06,Banglore,New Delhi,11:40:00,09:00:00,1280,1,No info,17261
Multiple carriers,2019-06-09,Delhi,Cochin,11:35:00,21:00:00,565,3,No info,15629
Air India,2019-05-06,Kolkata,Banglore,09:10:00,04:40:00,1170,2,No info,6117
Multiple carriers,2019-05-27,Delhi,Cochin,18:15:00,01:30:00,435,1,No info,13377
Jet Airways,2019-03-01,Banglore,New Delhi,07:00:00,15:15:00,495,1,No info,26890
IndiGo,2019-05-15,Banglore,Delhi,00:30:00,03:25:00,175,0,No info,3419
Air India,2019-05-15,Kolkata,Banglore,09:50:00,23:15:00,805,2,No info,14960
Air India,2019-03-03,Mumbai,Hyderabad,19:30:00,20:45:00,75,0,No info,11185
Air India,2019-05-27,Delhi,Cochin,19:00:00,19:15:00,1455,1,No info,8372
Jet Airways,2019-06-06,Delhi,Cochin,02:15:00,12:35:00,620,1,In-flight meal not included,10262
Air India,2019-06-12,Kolkata,Banglore,16:50:00,13:45:00,1255,2,No info,11542
SpiceJet,2019-04-03,Kolkata,Banglore,15:05:00,20:20:00,315,1,No info,4649
Jet Airways,2019-03-09,Mumbai,Hyderabad,19:40:00,21:10:00,90,0,No info,5678
SpiceJet,2019-06-01,Banglore,Delhi,09:30:00,12:20:00,170,0,No info,3971
Multiple carriers,2019-06-03,Delhi,Cochin,07:10:00,16:10:00,540,1,No info,7878
Jet Airways,2019-06-27,Delhi,Cochin,05:30:00,19:00:00,810,2,No info,13014
IndiGo,2019-05-01,Banglore,Delhi,06:05:00,08:50:00,165,0,No info,4423
Jet Airways,2019-06-01,Delhi,Cochin,14:00:00,04:25:00,865,1,In-flight meal not included,10262
Vistara,2019-05-27,Banglore,Delhi,09:45:00,12:35:00,170,0,No info,4668
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,18:15:00,1265,1,In-flight meal not included,10844
Jet Airways,2019-06-24,Delhi,Cochin,09:40:00,04:25:00,1125,2,In-flight meal not included,10368
IndiGo,2019-04-21,Banglore,Delhi,10:10:00,13:00:00,170,0,No info,4591
IndiGo,2019-05-06,Delhi,Cochin,18:35:00,01:30:00,415,1,No info,7191
Multiple carriers,2019-05-18,Delhi,Cochin,06:00:00,12:35:00,395,1,No info,9794
IndiGo,2019-06-01,Banglore,Delhi,04:00:00,06:50:00,170,0,No info,3943
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,12:00:00,330,1,No info,13626
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,09:20:00,800,1,In-flight meal not included,9663
Multiple carriers,2019-06-15,Delhi,Cochin,07:10:00,16:10:00,540,1,In-flight meal not included,6093
Jet Airways,2019-03-12,Banglore,New Delhi,21:25:00,07:40:00,615,1,No info,11717
Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,09:20:00,800,1,No info,14781
Jet Airways,2019-05-03,Banglore,Delhi,06:00:00,08:45:00,165,0,No info,7229
GoAir,2019-06-01,Banglore,Delhi,20:55:00,23:40:00,165,0,No info,3898
Jet Airways,2019-06-03,Delhi,Cochin,22:50:00,12:35:00,825,1,No info,14714
Multiple carriers,2019-05-27,Delhi,Cochin,11:40:00,21:00:00,560,1,No info,7005
IndiGo,2019-06-15,Chennai,Kolkata,14:45:00,17:05:00,140,0,No info,3597
SpiceJet,2019-03-18,Kolkata,Banglore,06:55:00,09:35:00,160,0,No check-in baggage included,4413
Multiple carriers,2019-03-06,Delhi,Cochin,10:20:00,19:15:00,535,1,No info,15353
IndiGo,2019-05-01,Banglore,Delhi,10:10:00,13:00:00,170,0,No info,3943
IndiGo,2019-03-15,Chennai,Kolkata,13:20:00,15:35:00,135,0,No info,6297
IndiGo,2019-03-09,Banglore,New Delhi,20:00:00,22:55:00,175,0,No info,6144
Air India,2019-05-21,Delhi,Cochin,18:45:00,19:15:00,1470,2,No info,12257
Jet Airways,2019-05-21,Delhi,Cochin,13:25:00,12:35:00,1390,2,No info,15129
Jet Airways,2019-05-09,Delhi,Cochin,09:40:00,19:00:00,560,2,In-flight meal not included,13029
Air India,2019-06-06,Kolkata,Banglore,12:00:00,11:10:00,1390,2,No info,9416
Air India,2019-06-03,Delhi,Cochin,18:05:00,21:10:00,185,0,No info,6934
Jet Airways,2019-05-21,Kolkata,Banglore,20:25:00,14:25:00,1080,1,No info,11467
Multiple carriers,2019-06-03,Delhi,Cochin,15:15:00,01:30:00,615,1,No info,6795
IndiGo,2019-03-27,Kolkata,Banglore,15:20:00,17:55:00,155,0,No info,5198
Jet Airways,2019-03-09,Delhi,Cochin,17:25:00,18:50:00,1525,1,In-flight meal not included,14053
Vistara,2019-04-01,Kolkata,Banglore,07:10:00,23:25:00,975,1,No info,7927
IndiGo,2019-03-18,Kolkata,Banglore,10:10:00,12:55:00,165,0,No info,4462
GoAir,2019-04-27,Banglore,Delhi,07:45:00,10:40:00,175,0,No info,5048
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,23:35:00,1655,1,In-flight meal not included,10844
Multiple carriers,2019-03-03,Delhi,Cochin,08:55:00,18:50:00,595,1,No info,15411
IndiGo,2019-03-18,Kolkata,Banglore,17:15:00,19:55:00,160,0,No info,4462
Jet Airways,2019-03-27,Mumbai,Hyderabad,15:50:00,17:20:00,90,0,No info,5678
Jet Airways,2019-03-06,Delhi,Cochin,09:55:00,04:25:00,1110,1,No info,15764
Jet Airways,2019-03-06,Delhi,Cochin,22:20:00,19:45:00,1285,1,No info,17024
Air India,2019-06-18,Mumbai,Hyderabad,06:20:00,07:40:00,80,0,No info,3100
Jet Airways,2019-05-01,Banglore,Delhi,18:55:00,22:00:00,185,0,No info,7229
IndiGo,2019-04-24,Kolkata,Banglore,14:25:00,16:55:00,150,0,No info,4804
Jet Airways,2019-06-24,Banglore,Delhi,08:20:00,11:20:00,180,0,In-flight meal not included,5769
Air Asia,2019-03-18,Kolkata,Banglore,19:35:00,22:05:00,150,0,No info,4384
Air India,2019-06-27,Delhi,Cochin,05:15:00,06:50:00,1535,1,No info,6587
Jet Airways,2019-03-21,Banglore,New Delhi,05:45:00,19:10:00,805,1,In-flight meal not included,7832
Air India,2019-03-15,Chennai,Kolkata,11:40:00,13:55:00,135,0,No info,7082
SpiceJet,2019-03-15,Chennai,Kolkata,08:20:00,10:35:00,135,0,No info,6300
Jet Airways,2019-06-06,Kolkata,Banglore,08:25:00,16:20:00,475,1,No info,14571
IndiGo,2019-06-27,Banglore,Delhi,13:00:00,15:50:00,170,0,No info,3943
Multiple carriers,2019-05-21,Delhi,Cochin,14:55:00,00:55:00,600,1,No info,6878
SpiceJet,2019-04-01,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,No check-in baggage included,1965
Vistara,2019-05-21,Kolkata,Banglore,17:00:00,10:45:00,1065,1,No info,9187
Air India,2019-03-24,Banglore,New Delhi,21:10:00,23:55:00,165,0,No info,4441
IndiGo,2019-03-01,Banglore,New Delhi,08:30:00,11:30:00,180,0,No info,10067
IndiGo,2019-06-27,Delhi,Cochin,20:25:00,01:30:00,305,1,No info,5054
Multiple carriers,2019-06-06,Delhi,Cochin,06:00:00,21:00:00,900,1,No info,7005
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,21:05:00,690,1,No info,12121
IndiGo,2019-05-27,Delhi,Cochin,15:10:00,20:00:00,290,1,No info,5912
Air Asia,2019-04-01,Kolkata,Banglore,07:35:00,19:25:00,710,1,No info,5192
IndiGo,2019-06-09,Chennai,Kolkata,13:15:00,15:35:00,140,0,No info,3597
Jet Airways,2019-03-09,Banglore,New Delhi,18:20:00,21:00:00,160,0,No info,8016
Air India,2019-03-15,Mumbai,Hyderabad,15:00:00,16:25:00,85,0,No info,2050
SpiceJet,2019-03-21,Banglore,New Delhi,09:35:00,12:30:00,175,0,No check-in baggage included,4839
IndiGo,2019-05-27,Mumbai,Hyderabad,06:25:00,07:55:00,90,0,No info,4049
Vistara,2019-06-18,Delhi,Cochin,06:00:00,09:10:00,190,0,No info,6216
SpiceJet,2019-06-21,Kolkata,Banglore,22:20:00,00:40:00,140,0,No check-in baggage included,3841
SpiceJet,2019-03-15,Kolkata,Banglore,06:55:00,09:35:00,160,0,No check-in baggage included,3815
Air India,2019-04-03,Banglore,Delhi,17:00:00,19:45:00,165,0,No info,5176
SpiceJet,2019-05-09,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,No info,2017
Vistara,2019-05-09,Kolkata,Banglore,07:10:00,09:05:00,1555,1,No info,9187
Vistara,2019-03-09,Banglore,New Delhi,09:50:00,12:35:00,165,0,No info,11598
Jet Airways,2019-06-01,Delhi,Cochin,19:30:00,12:35:00,1025,2,No info,13014
Jet Airways,2019-06-01,Delhi,Cochin,19:15:00,12:35:00,1040,1,In-flight meal not included,10262
Air India,2019-04-09,Delhi,Cochin,20:15:00,19:15:00,1380,2,No info,9916
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,12:00:00,1145,1,No info,14231
Jet Airways,2019-06-15,Banglore,Delhi,11:10:00,14:05:00,175,0,In-flight meal not included,7229
IndiGo,2019-03-27,Delhi,Cochin,17:10:00,01:35:00,505,1,No info,6316
Air Asia,2019-03-09,Kolkata,Banglore,10:20:00,12:55:00,155,0,No info,4384
Air India,2019-06-12,Delhi,Cochin,16:55:00,19:15:00,1580,2,No info,13381
IndiGo,2019-05-12,Chennai,Kolkata,11:35:00,14:00:00,145,0,No info,4332
Air India,2019-06-15,Delhi,Cochin,13:30:00,23:00:00,570,1,No info,8907
IndiGo,2019-06-12,Kolkata,Banglore,04:40:00,07:15:00,155,0,No info,4804
Air India,2019-03-06,Delhi,Cochin,07:00:00,07:40:00,1480,1,No info,15407
Jet Airways,2019-05-27,Delhi,Cochin,10:00:00,04:25:00,1105,1,In-flight meal not included,12898
Multiple carriers,2019-03-27,Delhi,Cochin,13:00:00,21:00:00,480,1,No info,6883
SpiceJet,2019-05-03,Chennai,Kolkata,17:45:00,20:05:00,140,0,No check-in baggage included,3543
IndiGo,2019-05-06,Banglore,Delhi,01:30:00,04:15:00,165,0,No info,4284
IndiGo,2019-05-03,Mumbai,Hyderabad,21:20:00,22:50:00,90,0,No info,2437
SpiceJet,2019-04-18,Kolkata,Banglore,22:20:00,00:40:00,140,0,No info,4174
Jet Airways,2019-05-21,Kolkata,Banglore,20:00:00,12:00:00,960,1,No info,14781
Air India,2019-05-21,Kolkata,Banglore,16:45:00,08:55:00,970,2,No info,14960
Jet Airways,2019-06-27,Banglore,Delhi,11:10:00,14:05:00,175,0,In-flight meal not included,5769
SpiceJet,2019-04-24,Delhi,Cochin,08:45:00,13:15:00,270,1,No info,4812
Vistara,2019-05-18,Kolkata,Banglore,07:10:00,23:25:00,975,1,No info,9345
IndiGo,2019-05-15,Kolkata,Banglore,07:10:00,12:40:00,330,1,No info,4864
IndiGo,2019-03-06,Chennai,Kolkata,19:35:00,21:55:00,140,0,No info,7295
Air India,2019-06-12,Delhi,Cochin,22:00:00,19:15:00,1275,2,No info,10231
Jet Airways,2019-06-01,Delhi,Cochin,14:00:00,19:00:00,300,1,No info,14714
Jet Airways,2019-03-27,Delhi,Cochin,19:15:00,19:45:00,1470,1,No info,12032
Jet Airways,2019-04-15,Banglore,Delhi,15:15:00,18:10:00,175,0,In-flight meal not included,4544
Jet Airways,2019-05-15,Kolkata,Banglore,06:30:00,18:15:00,705,1,In-flight meal not included,10844
Vistara,2019-03-03,Banglore,New Delhi,06:40:00,12:35:00,355,1,No info,12476
Jet Airways,2019-03-12,Banglore,New Delhi,20:35:00,23:00:00,1585,1,In-flight meal not included,11087
Air India,2019-06-06,Delhi,Cochin,05:15:00,19:15:00,2280,3,No info,10703
IndiGo,2019-05-09,Delhi,Cochin,08:35:00,22:30:00,835,1,No info,6734
Jet Airways,2019-03-21,Banglore,New Delhi,14:05:00,20:20:00,375,1,In-flight meal not included,7832
Air India,2019-04-01,Kolkata,Banglore,05:50:00,23:15:00,1045,2,No info,11516
IndiGo,2019-03-18,Chennai,Kolkata,07:55:00,10:15:00,140,0,No info,3850
Jet Airways,2019-03-09,Delhi,Cochin,13:55:00,04:25:00,870,2,No info,17229
SpiceJet,2019-06-27,Kolkata,Banglore,22:20:00,00:40:00,140,0,No info,3873
Jet Airways,2019-04-03,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,In-flight meal not included,4160
Multiple carriers,2019-05-18,Delhi,Cochin,12:50:00,21:00:00,490,1,No info,7670
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,16:20:00,475,1,In-flight meal not included,10031
Jet Airways,2019-06-27,Delhi,Cochin,13:25:00,12:35:00,1390,2,In-flight meal not included,11150
Jet Airways,2019-03-15,Banglore,New Delhi,11:40:00,18:25:00,405,1,In-flight meal not included,9134
SpiceJet,2019-05-18,Banglore,Delhi,09:30:00,12:20:00,170,0,No info,4423
Air Asia,2019-06-21,Kolkata,Banglore,22:50:00,01:20:00,150,0,No info,3807
